class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
p,9.35,s,t,n,t,d,c,n,5.63,14.57,,,n,,,f,f,,h,a
e,9.69,f,y,e,f,,,w,8.36,28.15,b,,n,,w,t,e,,d,a
p,8.06,p,y,n,f,,,p,14.64,17.03,,,w,,,f,f,,d,a
e,10.34,x,s,n,f,e,c,p,8.84,11.07,,i,n,,,f,f,p,d,a
p,4.09,b,t,n,f,,,n,10.24,5.77,,,w,,,t,,k,g,w
p,2.01,c,t,y,f,,,n,7.69,2.84,,,y,,,f,f,,g,u
e,4.98,x,h,n,f,x,c,n,5.5,6.12,,s,n,,,t,r,,d,a
e,9.23,x,h,n,f,p,d,y,7.88,12.4,,s,n,,,f,f,,g,a
p,2.61,b,w,p,f,a,,r,5.11,5.92,,t,r,,,f,f,,d,u
e,6.06,f,y,w,f,e,c,n,4.8,13.61,,,w,,w,t,e,,g,u
p,3.75,f,y,w,f,e,c,w,4.58,3.54,,k,w,,,t,e,,d,a
e,5.22,c,,g,f,f,f,f,4.96,17.79,,,n,,,f,f,,l,s
e,5.6,x,y,n,f,e,c,p,4.9,9.27,,y,n,,,f,f,,d,u
p,2.11,b,,n,f,a,,g,4.97,2.02,,s,n,,,f,f,,d,u
e,9.02,p,y,n,t,e,,p,8.77,16.91,,y,w,,,t,p,,d,a
p,3.8,x,,y,f,x,,w,4.46,6.56,,,w,,,f,f,,d,u
p,5.91,x,e,e,f,a,,n,8.38,9.79,,,e,,w,t,z,,d,a
p,6.76,s,d,e,t,d,c,w,6.19,9.22,,,n,,,f,f,,d,a
e,3.49,x,s,w,f,d,d,w,3.51,6.33,,,w,,,f,f,,m,w
p,7.3,p,y,w,f,,,k,14.16,16.53,,,w,,,f,f,,d,a
p,15.13,f,h,e,f,e,,w,17.81,17.24,s,y,w,u,w,t,p,,d,u
e,10.51,x,h,n,t,p,,y,8.77,21.32,,,n,,,f,f,,d,u
p,1.62,x,g,y,f,d,d,n,2.3,2.56,,s,n,,,f,f,,d,a
p,3.37,b,s,y,f,,c,r,5.98,6.38,,,y,u,w,t,z,r,d,a
e,6.73,f,s,n,f,s,c,w,5.5,9.57,b,i,n,,,f,f,,m,u
e,4.68,x,h,g,f,a,d,n,5.39,4.0,,t,g,,,t,l,,d,a
e,9.71,x,s,u,f,a,c,w,4.58,15.38,,,w,,,f,f,,d,u
e,4.75,x,,r,f,d,,r,6.1,7.57,,,w,,,f,f,,d,a
e,2.87,x,s,w,f,d,d,w,2.65,4.2,,,w,,,f,f,,g,a
p,3.11,f,,w,f,x,c,p,7.7,3.86,,,p,,,f,f,,l,a
p,1.47,o,k,n,f,,,n,2.91,1.33,,,n,,,f,f,,d,u
e,13.7,f,y,y,f,,,w,7.84,25.85,b,,n,,w,t,e,,d,a
p,10.2,x,t,n,f,a,d,w,10.76,31.51,,,w,,,f,f,,d,u
e,5.32,x,s,b,f,d,d,o,4.69,10.73,,,w,,,f,f,,d,a
p,1.82,x,g,n,f,d,d,n,2.15,2.65,,s,n,,,f,f,,d,u
p,4.04,x,k,w,f,s,,p,4.06,3.14,,,n,,,f,f,p,g,u
p,7.24,x,,n,f,x,c,w,9.36,10.82,r,i,w,,,f,f,,h,u
p,2.74,f,t,r,f,a,,y,5.5,6.87,,t,r,,,f,f,,d,u
p,7.57,x,y,w,t,,,g,7.55,13.42,s,,w,,,t,l,,d,u
e,6.12,f,y,w,f,e,c,n,6.17,12.87,,,w,,w,t,e,,g,a
e,10.65,x,t,y,f,p,,y,8.47,15.64,,,y,,y,t,,,d,u
e,51.78,o,y,y,f,p,,y,10.17,53.75,,k,n,,,f,f,,d,u
e,1.9,s,y,n,f,a,d,p,5.66,3.06,,i,n,,,f,f,,l,u
p,0.98,b,t,y,f,,c,k,3.2,2.46,,,n,,,t,f,,m,a
e,2.01,x,,b,f,,d,u,6.62,4.76,,,w,,,f,f,,d,u
e,6.31,f,,p,f,x,c,w,7.07,17.94,,s,w,,,f,f,,d,u
p,3.23,x,t,n,f,s,c,p,4.99,6.16,,,w,,n,t,z,,d,u
e,12.53,f,,w,f,d,c,y,2.57,16.48,,,w,,,f,f,,d,a
e,5.26,x,h,n,f,x,c,n,5.78,6.47,,s,n,,,t,r,,d,a
e,4.43,x,,n,f,x,c,n,6.54,3.96,,,w,,,f,f,,d,a
p,6.45,b,t,w,f,e,c,w,11.76,12.09,,y,w,u,w,t,l,,d,u
p,0.79,x,g,n,f,a,,p,3.52,0.85,,h,k,,,f,f,,d,a
p,1.29,f,s,y,f,f,f,f,3.76,5.08,,,y,,,f,f,,d,u
p,12.71,x,k,n,t,p,,e,7.48,25.05,c,,y,,,f,f,,d,a
e,8.04,x,d,y,t,p,,y,5.97,13.33,,,e,,,f,f,,d,u
p,6.48,x,h,n,f,x,,w,10.5,7.2,r,g,n,,,f,f,,d,a
e,5.45,x,h,n,f,x,c,n,4.82,5.06,,y,n,,,t,r,,d,u
e,7.66,x,,g,f,a,,w,7.53,11.51,,,g,,,f,f,,d,u
e,6.69,f,h,k,f,s,d,g,5.23,10.66,,s,g,,,f,f,,d,u
e,3.32,s,,y,f,f,f,f,6.66,6.62,,,o,,,f,f,,d,a
p,4.85,o,,w,f,f,f,f,5.47,31.44,,g,w,,,t,f,,p,a
p,9.16,x,y,w,t,,,g,10.06,17.51,s,,w,,,t,l,,d,a
e,2.43,x,h,n,f,,c,n,5.53,6.58,,s,w,,w,f,f,k,d,u
e,7.94,s,,n,f,s,c,p,6.88,20.78,b,,u,,,f,f,,d,a
p,1.33,b,h,n,f,a,,n,4.35,1.36,,t,n,,,f,f,,d,u
e,19.42,p,t,n,f,p,,y,16.02,63.97,,,n,,,f,f,,d,u
e,14.47,s,e,g,f,a,c,w,10.32,26.49,s,,w,,,f,f,,d,w
p,5.25,b,s,y,f,,c,r,8.05,7.48,,,y,u,w,t,z,r,d,w
p,14.96,s,k,n,f,d,c,y,5.77,33.71,,k,n,,,f,f,,d,a
p,4.92,o,s,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,a
p,7.09,x,h,e,f,x,d,w,4.84,16.99,b,,w,,,f,f,,d,a
p,6.33,c,e,y,t,x,c,r,7.71,13.58,,,w,,,f,f,,g,s
p,3.61,o,,w,f,f,f,f,5.32,26.63,,g,w,,,t,f,,d,u
e,7.95,x,t,n,f,p,d,y,7.38,13.02,,s,n,,,f,f,,d,a
p,4.3,x,,e,f,,c,r,4.13,11.73,,,y,,,f,f,,d,a
p,7.01,b,s,n,f,,,k,12.18,14.02,,s,w,,,t,z,,g,a
p,6.74,x,y,y,f,a,c,y,7.85,9.05,,y,y,,,t,,,d,a
e,11.95,p,y,w,f,e,c,p,22.19,12.98,,s,w,,,t,e,,u,w
p,3.45,x,,n,f,x,c,p,8.37,4.01,,,p,,,f,f,,d,u
p,2.42,o,,k,f,f,f,f,3.8,14.53,,g,g,,,f,f,,d,u
e,3.52,x,s,w,f,d,d,w,4.05,6.48,,,w,,,f,f,,g,a
p,3.05,b,y,n,f,,c,u,4.85,4.2,s,s,w,,,f,f,,d,u
e,10.89,f,y,y,f,,,w,7.06,25.64,b,,n,,w,t,e,,d,w
e,3.9,x,h,o,f,a,d,y,6.44,6.01,,k,n,,,f,f,,d,w
e,5.56,s,s,o,f,d,d,o,6.29,13.49,,,w,,,f,f,,d,a
p,8.02,f,h,e,f,x,d,w,5.89,18.1,b,,w,,,f,f,,d,a
e,4.62,s,,y,f,f,f,f,6.78,8.72,,,o,,,f,f,,d,a
e,8.62,x,,n,t,,,w,8.74,13.2,b,,w,u,w,t,g,,d,a
e,9.12,s,w,y,f,f,f,f,6.22,14.5,,,y,,,f,f,,d,u
e,4.9,x,,r,f,a,,r,7.18,8.63,,,w,,,f,f,,d,u
p,18.11,x,k,w,t,d,d,n,6.85,30.65,,,w,,,f,f,,d,u
e,5.82,s,l,n,f,f,f,f,8.29,57.02,,,n,,,f,f,g,d,w
p,14.18,f,d,e,f,p,,y,2.95,34.0,,,n,,,f,f,,d,w
p,6.45,o,t,o,f,,c,o,1.4,14.35,,,y,,,f,f,,d,w
p,4.6,x,t,r,f,s,c,g,6.99,8.08,,y,w,,,t,e,k,g,u
e,47.12,o,y,y,f,p,,y,5.03,22.51,,k,n,,,f,f,,d,u
p,5.08,s,k,n,f,p,,n,2.97,3.62,,k,n,,,t,f,,d,u
p,5.63,p,y,g,f,,,g,8.65,12.49,,s,w,,,t,z,,g,u
p,4.78,x,,e,f,,c,r,4.02,13.44,,,y,,,f,f,,d,a
e,2.29,f,y,n,f,d,d,p,5.88,3.12,,i,n,,,f,f,,l,u
p,3.21,x,t,o,f,a,c,n,3.15,5.05,,y,n,,,t,z,,d,a
p,0.81,x,,o,f,d,,o,5.21,1.09,,,o,,,f,f,w,g,u
p,2.15,p,t,n,f,a,c,n,6.51,2.85,,t,y,,,t,e,,m,s
e,3.45,s,,y,f,f,f,f,6.7,8.54,,,o,,,f,f,,d,a
e,8.52,x,s,n,t,p,,y,7.18,17.29,,,n,,w,t,p,,d,u
p,6.41,x,s,n,f,s,,g,5.43,6.27,,y,n,,,f,f,,d,a
p,1.65,b,h,n,f,a,,n,5.24,1.43,,t,n,,,f,f,,d,s
p,2.88,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,s
p,7.9,x,,n,f,p,,p,9.58,26.08,c,,n,,,f,f,p,d,u
e,8.26,x,d,w,f,s,c,w,6.13,29.06,,,w,,,f,f,,m,s
p,4.46,x,s,y,f,a,c,y,5.96,7.45,,g,o,,,f,f,,g,a
p,7.58,f,,n,f,x,c,w,9.29,9.88,r,i,w,,,f,f,,h,u
p,2.16,p,t,n,f,a,c,n,7.32,2.72,,t,y,,,t,e,,m,u
p,3.95,x,k,n,f,s,,p,4.11,3.06,,,n,,,f,f,p,g,u
p,8.03,x,g,n,f,e,,w,7.82,13.89,,y,w,u,w,t,p,,d,u
p,9.34,x,y,n,f,a,c,n,10.36,11.62,,y,y,,,t,,,d,a
p,8.46,x,e,n,f,a,,n,8.27,12.02,s,,n,,n,f,f,,d,a
p,3.67,b,s,y,f,,c,k,8.31,7.92,,,y,u,w,t,z,r,d,u
p,8.81,o,,e,f,f,f,f,3.48,25.86,,g,n,,,f,f,,d,s
e,9.29,f,s,n,f,d,d,w,9.4,14.21,,i,n,,,t,,w,d,a
e,9.76,f,d,w,f,s,c,w,8.41,38.74,,,w,,,f,f,,m,u
e,7.41,f,s,n,f,s,c,w,5.68,9.79,b,i,w,,,f,f,,m,u
e,4.36,s,d,g,t,d,c,p,5.02,6.81,,,n,,,f,f,,d,u
p,7.3,f,h,e,f,x,d,w,6.06,17.21,b,,w,,,f,f,,d,a
e,1.33,x,w,n,f,,d,k,5.14,2.64,,,w,,,f,f,,g,s
e,4.57,f,t,n,f,d,,o,6.29,8.74,,t,w,,,f,f,,d,a
e,6.24,x,,y,f,e,,w,5.42,11.47,b,,y,u,w,t,g,,d,a
p,6.23,p,g,n,f,e,,w,6.69,13.28,,y,w,u,w,t,p,,d,a
p,2.81,f,d,y,f,a,,y,5.25,6.42,,t,r,,,f,f,,m,a
p,7.58,o,k,r,f,,c,o,1.54,15.8,,,n,,,f,f,,d,a
e,3.71,f,d,n,t,d,c,p,4.56,6.69,,,g,,,f,f,,d,u
e,6.07,x,h,n,f,a,d,n,5.87,5.01,,t,g,,,t,l,,d,a
e,2.98,x,h,n,f,,c,n,4.48,5.88,,s,w,,w,f,f,k,d,a
e,51.49,o,y,y,f,p,,y,6.98,44.08,,k,n,,,f,f,,d,s
e,5.29,s,l,n,f,f,f,f,7.07,49.17,,,n,,,f,f,g,d,w
p,1.58,x,k,n,f,,,n,5.04,1.65,,,n,,,f,f,,d,w
e,3.68,x,,y,f,a,c,o,3.42,7.91,,,w,,,f,f,,d,u
p,13.77,f,t,n,t,d,c,n,6.39,18.1,,,n,,,f,f,,d,u
e,17.0,s,s,w,f,a,d,k,7.86,23.88,,,w,,,f,f,w,d,a
e,1.45,c,g,n,f,a,,w,4.75,1.36,,,g,,,f,f,,l,u
e,5.23,o,,n,f,f,f,f,6.84,21.93,,,n,,,f,f,,d,s
p,12.02,x,e,y,t,p,,o,9.41,25.67,,,e,,,f,f,,d,u
e,7.18,x,d,e,t,p,,r,6.57,12.47,,,y,,,f,f,,d,u
e,1.47,x,w,g,f,,d,k,4.95,2.52,,,w,,,f,f,,d,a
p,4.77,x,,w,f,,c,g,3.07,12.51,,,y,,,f,f,,d,a
p,1.91,f,i,k,f,a,,w,4.84,2.55,,,w,,,f,f,p,g,u
p,6.0,o,e,o,f,,c,y,1.27,10.98,,,y,,,f,f,,d,w
e,7.19,x,,y,f,a,c,w,6.15,15.44,,,w,,,f,f,,d,a
p,11.78,x,h,y,f,s,,p,6.9,17.16,,i,n,,,f,f,,d,u
p,8.42,f,t,e,f,x,d,w,6.13,16.68,b,,w,,,f,f,,d,a
e,0.93,p,g,g,f,,,g,2.68,1.41,,,w,,,f,f,,d,a
p,9.97,x,i,n,f,a,,n,12.42,16.17,s,,n,,e,f,f,,d,a
e,7.67,x,,y,f,a,c,w,6.09,15.27,,,w,,,f,f,,d,w
p,7.26,s,h,g,t,d,,w,4.52,13.46,,t,n,,,f,f,,d,u
e,7.73,s,,n,f,,,w,4.25,23.33,,,n,,,f,f,,d,u
p,5.28,b,i,o,f,e,,g,7.15,7.95,,,y,,,f,f,,m,a
e,9.82,f,y,e,f,,,w,6.39,24.9,b,,n,,w,t,e,,d,w
p,8.58,s,,y,t,d,,o,5.96,13.03,,,w,,,t,f,,d,a
e,5.65,s,l,n,f,f,f,f,7.2,50.82,,,n,,,f,f,g,l,u
e,6.89,x,t,n,f,p,d,y,6.62,12.48,,s,n,,,f,f,,g,u
e,15.62,x,y,n,t,e,,w,11.45,20.11,,,w,,,t,,,g,a
p,5.53,x,s,n,t,s,d,w,3.61,12.87,r,i,n,,,f,f,,d,u
p,22.48,f,g,k,f,p,,y,6.67,45.32,,,n,,,f,f,,d,w
e,6.4,x,h,n,f,a,d,n,5.48,4.89,,t,g,,,t,l,,d,a
p,4.25,s,d,o,f,d,c,o,3.74,6.03,,,o,,,f,f,,d,u
e,7.27,s,s,b,f,d,d,b,5.4,11.01,,,w,,,f,f,,d,a
p,4.67,f,l,e,f,x,d,n,6.67,5.13,,,y,,,f,f,,d,a
e,6.58,x,,n,f,s,c,p,4.86,18.73,b,,u,,,f,f,,g,a
e,4.1,x,,w,f,x,c,w,7.46,7.94,b,,w,,w,t,,,d,a
e,4.99,o,l,n,f,f,f,f,7.62,48.61,,,n,,,f,f,g,l,w
e,6.4,x,t,n,f,p,d,y,6.26,12.36,,s,n,,,f,f,,d,u
p,0.83,x,g,e,f,a,,n,4.16,1.14,,h,k,,,f,f,,d,w
p,18.89,f,k,n,f,d,c,y,5.69,33.03,,k,k,,,f,f,,d,a
p,6.33,x,e,e,f,a,,y,8.27,9.76,,,e,,w,t,z,,d,a
p,16.69,s,d,n,f,d,c,y,5.89,32.16,,k,n,,,f,f,,d,a
e,8.0,x,d,y,t,p,,r,5.96,11.17,,,y,,,f,f,,d,u
e,7.9,x,d,n,t,p,,r,6.01,12.33,,,e,,,f,f,,d,u
e,8.47,f,s,n,f,s,c,w,5.26,9.07,b,i,n,,,f,f,,m,a
p,13.88,f,t,n,t,d,c,n,4.93,26.63,,,r,,,f,f,,l,a
e,8.8,f,s,w,f,s,c,w,7.43,31.45,,,w,,,f,f,,d,u
e,4.04,x,,r,f,a,,r,4.86,5.63,,,w,,,f,f,,l,u
e,1.03,f,g,n,t,a,,p,5.36,1.03,,,n,,,f,f,,d,a
p,1.71,b,h,n,f,a,,n,4.59,1.44,,t,n,,,f,f,,d,s
p,3.31,f,d,n,f,x,c,y,4.69,2.82,b,s,n,,,f,f,,l,a
p,11.46,x,d,o,f,a,,o,13.28,25.69,r,,y,,,t,r,n,d,w
p,11.78,f,,g,f,e,,w,10.89,16.02,,,w,u,w,t,g,,d,a
e,2.55,x,,u,f,,d,w,6.58,4.87,,,w,,,f,f,,d,a
e,10.53,x,y,n,t,e,,p,8.76,17.6,,y,w,,,t,p,,l,a
p,3.35,b,,n,f,a,,k,10.55,2.89,,,g,,w,f,f,k,g,u
e,7.84,p,,n,f,a,,w,7.28,13.42,,,g,,,f,f,,d,u
p,2.6,b,,n,f,a,,k,10.06,2.41,,,g,,w,f,f,k,g,a
e,7.14,x,d,y,t,p,,y,5.41,11.09,,,y,,,f,f,,d,a
p,7.59,x,i,n,f,a,c,n,8.28,7.71,,i,n,,k,t,z,k,d,a
e,8.46,x,t,n,f,p,d,y,7.9,13.31,,s,n,,,f,f,,g,a
p,6.48,f,h,n,f,x,,w,11.97,7.03,r,g,n,,,f,f,,d,a
e,8.18,x,s,n,f,e,c,p,6.49,9.59,,i,w,,,f,f,p,d,w
p,4.95,b,t,n,f,,,k,10.45,6.28,,,w,,,t,,k,g,w
p,2.92,s,w,o,t,d,c,y,3.13,5.94,,,n,,,f,f,,d,u
e,17.42,x,t,n,f,p,,y,13.39,59.74,,,n,,,f,f,,d,u
e,2.19,x,,u,f,,d,u,4.82,3.69,,,w,,,f,f,,d,w
e,9.37,f,s,u,f,a,c,w,4.53,15.03,,,w,,,f,f,,d,a
e,19.73,x,t,n,f,p,,y,18.54,83.14,,,n,,,f,f,,d,u
e,6.77,x,,g,t,p,,g,10.31,22.62,,y,w,,,f,f,,d,a
e,4.92,b,g,g,f,a,d,g,5.84,4.04,,s,g,,,f,f,,d,u
p,4.74,s,d,o,f,d,c,o,2.81,6.01,,,o,,,f,f,,h,a
p,3.11,f,y,p,f,e,c,w,4.93,3.58,,k,w,,,t,e,,m,a
e,8.03,f,y,e,f,,,w,7.39,25.34,b,,n,,w,t,e,,d,w
p,3.77,x,,w,f,,c,w,3.07,11.3,,,y,,,f,f,,d,a
e,8.4,x,s,n,f,e,c,w,5.12,9.32,,i,n,,,f,f,p,d,a
p,4.04,f,,u,f,a,,w,4.66,6.83,,,w,,,f,f,,d,u
p,7.28,b,k,n,f,d,c,y,5.96,6.91,,i,n,,,t,,,d,u
e,4.21,x,,n,f,x,c,n,7.99,8.33,b,,w,,w,t,,,d,u
p,0.57,x,,o,f,d,,o,4.54,1.05,,,o,,,f,f,w,g,u
p,6.31,s,t,r,t,d,,w,4.2,10.85,,t,n,,,f,f,,d,u
p,5.07,f,l,e,f,x,d,e,6.84,5.18,,,n,,,f,f,,d,a
e,3.75,f,g,g,f,a,d,g,4.68,3.01,,s,g,,,f,f,,d,w
p,5.73,x,,w,f,,c,r,3.84,12.07,,,y,,,f,f,,d,a
p,6.32,b,t,w,f,e,c,w,12.23,13.01,,y,w,u,w,t,l,,d,u
e,12.4,s,,u,f,s,c,u,7.08,18.96,,,b,,,f,f,,l,a
p,2.54,b,,g,f,a,,n,7.46,2.37,,,n,,w,f,f,k,g,a
p,8.83,p,,n,f,p,,w,7.81,23.58,c,,n,,,f,f,p,d,a
p,6.55,x,,n,f,d,c,y,5.72,10.62,b,,n,,,f,f,,d,a
p,3.84,o,s,y,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,s
p,9.11,x,i,n,f,a,,n,11.08,15.23,s,,n,,e,f,f,,d,a
p,5.95,x,w,n,f,x,,w,11.58,6.5,r,g,n,,,f,f,,d,a
p,8.49,x,i,n,f,a,c,n,7.83,8.13,,i,n,,k,t,z,k,g,u
e,1.15,b,g,g,f,,,g,3.4,1.61,,,w,,,f,f,,d,u
p,2.07,b,,n,f,a,,k,7.65,2.12,,,g,,w,f,f,k,g,a
p,6.69,x,s,n,f,s,,g,5.32,6.98,,y,n,,,f,f,,d,a
e,5.76,b,h,k,f,s,d,w,3.65,8.19,,s,g,,,f,f,,d,a
p,1.84,b,g,o,f,,c,n,5.58,2.93,,,n,,,f,f,,d,a
e,6.69,x,y,n,f,e,c,p,5.29,9.46,,y,n,,,f,f,,d,a
p,10.94,x,y,y,f,a,c,y,11.49,11.27,,y,y,,,t,,,d,a
e,4.34,x,s,o,f,p,,n,4.83,11.32,,,n,,,f,f,,d,u
e,9.6,x,s,n,f,d,d,w,9.38,14.53,,i,n,,,t,,w,d,a
p,10.21,s,t,r,t,d,c,n,5.96,16.19,,,n,,,f,f,,d,u
e,6.87,x,i,n,f,e,c,p,4.8,12.8,,,w,,,t,r,,w,u
e,5.31,s,l,n,f,f,f,f,6.45,43.2,,,n,,,f,f,g,l,w
e,8.34,s,,n,f,,,w,5.44,19.67,,,n,,,f,f,,d,a
e,1.64,c,g,n,f,a,,w,5.47,1.74,,,g,,,f,f,,d,u
e,6.17,x,w,y,f,f,f,f,3.93,13.58,,,y,,,f,f,,d,u
p,2.11,b,,g,f,a,,g,4.97,2.05,,s,n,,,f,f,,d,u
p,4.75,x,t,o,f,a,c,y,6.22,6.88,,g,o,,,f,f,,g,u
e,6.94,s,l,w,f,d,,w,3.29,7.99,,,w,,,f,f,,g,u
p,9.66,x,e,n,t,p,,o,5.39,17.96,,,e,,,f,f,,d,a
p,3.52,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,u
p,1.52,b,g,n,f,,c,n,5.87,2.79,,,n,,,f,f,,g,a
p,6.17,f,h,e,f,x,,w,12.96,6.93,r,g,n,,,f,f,,d,a
p,2.98,o,,g,f,f,f,f,3.44,11.49,,g,n,,,f,f,,d,u
p,2.82,x,d,w,f,a,d,w,3.42,2.49,,h,w,,,f,f,,g,u
p,5.12,x,i,o,f,e,,k,6.98,7.56,,,k,,,f,f,,g,u
e,6.5,x,,n,f,a,,w,6.56,13.86,,,g,,,f,f,,d,u
p,15.19,x,k,w,t,d,d,n,4.85,24.6,,,w,,,f,f,,d,a
p,3.11,f,,w,f,x,c,p,7.86,4.11,,,p,,,f,f,,d,u
p,2.06,b,g,y,f,,c,n,5.84,2.47,,,n,,,f,f,,d,u
e,0.99,x,g,n,t,a,,w,4.85,0.97,,,n,,,f,f,,h,a
p,4.25,x,s,o,f,a,c,y,5.44,7.39,,g,o,,,f,f,,g,a
e,1.56,x,s,n,f,a,,w,5.36,1.74,,t,y,,,f,f,,h,a
e,8.37,x,t,n,f,p,d,y,7.85,13.14,,s,n,,,f,f,,g,a
p,2.63,c,,u,f,a,c,w,3.8,3.6,,i,w,,,f,f,,p,a
e,13.32,p,s,w,f,e,c,k,24.35,13.79,,s,w,,,t,e,,g,s
p,4.1,c,e,w,t,x,c,p,6.02,11.35,,,w,,,f,f,,d,u
p,6.52,x,s,n,t,s,d,r,6.72,15.62,r,y,n,,,f,f,,d,a
p,2.6,s,d,w,f,a,d,w,3.2,2.32,,h,w,,,f,f,,g,a
e,5.34,x,s,o,f,p,,n,6.4,13.31,,,n,,,f,f,,d,u
e,9.03,s,t,w,t,d,c,o,4.87,16.17,,,w,,,f,f,,d,a
p,4.4,b,t,r,f,s,c,n,6.46,8.32,,y,w,,,t,e,k,g,u
e,6.12,f,s,n,f,s,c,w,4.59,8.56,b,i,n,,,f,f,,g,a
p,5.13,f,t,n,f,x,,w,10.28,6.21,r,g,n,,,f,f,,d,a
e,9.1,s,,n,f,s,c,g,6.76,20.21,b,,u,,,f,f,,d,w
e,16.32,p,d,e,f,p,,w,14.6,33.9,s,y,w,,,f,f,,d,a
p,7.23,x,i,n,f,a,c,k,9.03,7.94,,i,n,,k,t,z,k,g,a
p,1.61,x,,n,f,,,k,4.84,2.4,,s,n,,,f,f,k,g,u
p,0.71,f,,o,f,d,,o,4.66,1.02,,,o,,,f,f,w,g,a
e,51.66,o,y,y,f,p,,y,6.01,27.87,,k,k,,,f,f,,d,s
e,3.67,x,h,n,f,,c,n,5.8,6.22,,s,w,,w,f,f,k,d,u
e,5.53,o,l,n,f,f,f,f,7.82,65.32,,,n,,,f,f,g,l,w
p,5.59,x,s,r,t,s,d,w,4.41,13.76,r,y,n,,,f,f,,d,a
p,7.96,x,,n,f,x,c,w,8.65,9.94,r,i,w,,,f,f,,h,u
p,7.65,x,i,y,f,a,c,k,8.01,7.33,,i,n,,k,t,z,k,d,a
e,6.79,x,s,n,f,x,c,w,7.64,11.14,,s,n,,,f,f,,l,a
p,6.79,f,,y,f,x,c,y,6.11,11.58,,,w,,,f,f,,d,a
e,7.0,f,s,k,f,a,c,w,4.6,16.04,,,w,,,f,f,,d,u
e,2.46,x,,b,f,,d,w,5.85,4.05,,,w,,,f,f,,d,u
p,6.6,f,,y,f,x,c,n,6.23,11.05,,,w,,,f,f,,d,a
e,5.54,s,w,y,f,f,f,f,5.94,13.29,,,y,,,f,f,,d,a
p,10.12,x,,n,f,p,,w,8.6,27.8,c,,n,,,f,f,p,d,u
e,3.45,x,,y,f,a,c,o,5.14,10.4,,,w,,,f,f,,d,a
e,4.54,x,t,n,f,p,,n,5.73,11.5,,,n,,,f,f,,d,a
p,7.03,b,t,w,f,e,c,w,12.95,13.19,,y,w,u,w,t,l,,d,u
p,5.86,x,s,g,t,s,d,w,5.05,13.16,r,y,n,,,f,f,,d,u
e,5.71,f,y,n,f,e,c,p,4.64,12.64,,,w,,,t,l,,w,u
p,6.85,x,s,n,f,s,,g,5.18,7.1,,y,n,,,f,f,,d,w
e,2.97,s,,y,f,f,f,f,7.06,8.07,,,y,,,f,f,,d,a
p,4.24,x,,y,f,s,d,y,4.24,11.88,,i,y,,,f,f,,d,a
p,4.21,f,l,e,f,x,d,n,5.49,5.25,,,n,,,f,f,,l,a
e,9.06,x,s,y,f,a,d,w,9.71,15.3,,i,n,,,t,,w,d,a
p,0.86,x,g,w,f,a,d,w,3.06,1.34,,,n,,,f,f,,d,u
p,8.45,p,y,n,f,,,k,15.76,17.15,,,w,,,f,f,,d,a
e,13.67,s,t,k,f,a,d,y,7.22,22.17,,,w,,,f,f,w,d,u
p,2.39,x,g,e,f,a,,w,5.8,2.26,,,w,,,f,f,,d,u
e,6.63,s,,n,f,d,c,w,5.66,7.36,,s,w,,,f,f,,h,u
e,11.52,f,,g,f,s,c,u,8.0,20.19,,,b,,,f,f,,d,w
e,17.41,f,y,w,f,,,w,25.38,20.43,s,,n,,,t,m,,d,a
p,3.21,b,t,r,f,a,,y,5.64,7.25,,t,y,,,f,f,,m,a
e,4.3,f,s,w,f,d,d,w,3.86,7.26,,,w,,,f,f,,m,a
e,8.75,p,,g,f,a,,w,8.25,14.98,,,w,,,f,f,,g,u
p,3.79,o,s,y,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,a
e,10.18,f,,n,f,s,c,g,7.09,21.81,b,,u,,,f,f,,d,w
p,5.65,b,y,g,f,,,k,7.85,11.92,,s,w,,,t,z,,g,s
e,7.08,x,y,n,f,e,c,w,6.9,11.38,,y,n,,,f,f,,d,u
e,17.24,p,t,n,f,p,,w,13.1,64.64,,,n,,,f,f,,d,a
e,3.23,x,d,n,f,p,,y,3.89,9.75,,,y,,,f,f,,d,a
p,4.57,x,t,o,f,a,c,y,6.2,7.55,,g,o,,,f,f,,g,a
e,3.97,x,,y,f,a,c,o,3.47,7.56,,,w,,,f,f,,d,u
e,4.56,x,d,y,t,p,,y,6.07,10.76,,,y,,,f,f,,d,u
e,1.35,f,w,n,f,,d,k,4.55,2.3,,,w,,,f,f,,d,a
p,11.03,x,e,n,t,p,,e,8.4,30.41,,,e,,,f,f,,d,a
p,4.9,b,s,o,f,e,,y,7.74,7.77,,,k,,,f,f,,m,u
p,3.52,o,s,r,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,a
p,2.92,b,,g,f,a,,n,6.81,2.26,,,n,,w,f,f,k,g,u
e,3.85,x,s,w,f,d,d,w,3.82,5.85,,,w,,,f,f,,m,w
